Halos,1,572,271,0,966,0,0.000000,3.564576,0.000000
Halos,2,387,156,0,2266,0,0.000000,14.525641,0.000000
Halos,3,288,152,0,4904,0,0.000000,32.263158,0.000000
SuperDuper,0,1000,0,185,3254,1767,0.185000,3.254000,9.551351
SuperDuper,1,572,546,258,2358,1714,0.472527,4.318681,6.643411
SuperDuper,2,387,338,163,3147,2568,0.482249,9.310651,15.754601
SuperDuper,3,288,223,126,5694,4989,0.565022,25.533632,39.595238
Halos,0,1000,0,64,14349,12737,0.064000,14.349000,199.015625
Halos,1,633,268,0,780,0,0.000000,2.910448,0.000000
Halos,2,438,226,0,1047,0,0.000000,4.632743,0.000000
Halos,3,371,197,0,2716,0,0.000000,13.786802,0.000000
teamUROP,0,1000,0,731,6814,4331,0.731000,6.814000,5.924761
teamUROP,1,633,427,418,7453,5559,0.978923,17.454333,13.299043
teamUROP,2,438,272,254,3987,3116,0.933824,14.658088,12.267717
teamUROP,3,371,229,217,4457,3439,0.947598,19.462882,15.847926
Kingfish,0,1000,0,157,3131,1428,0.157000,3.131000,9.095541
Kingfish,1,708,463,113,3250,2654,0.244060,7.019438,23.486726
Kingfish,2,407,221,41,799,509,0.185520,3.615385,12.414634
Kingfish,3,236,126,18,1764,1524,0.142857,14.000000,84.666667
HandBanana,0,1000,0,340,5254,2639,0.340000,5.254000,7.761765
HandBanana,1,708,447,138,12010,11179,0.308725,26.868009,81.007246
HandBanana,2,407,239,45,4072,3708,0.188285,17.037657,82.400000
HandBanana,3,236,124,20,1598,1277,0.161290,12.887097,63.850000
Kingfish,0,1000,0,149,4021,1800,0.149000,4.021000,12.080537
Kingfish,1,604,364,90,2900,2380,0.247253,7.967033,26.444444
Kingfish,2,319,158,25,653,448,0.158228,4.132911,17.920000
Kingfish,3,222,84,14,1285,1173,0.166667,15.297619,83.785714
teamUROP,0,1000,0,705,6304,5249,0.705000,6.304000,7.445390
teamUROP,1,604,367,346,6153,4950,0.942779,16.765668,14.306358
teamUROP,2,319,185,170,3051,2457,0.918919,16.491892,14.452941
teamUROP,3,222,142,139,2921,2380,0.978873,20.570423,17.122302
mavs,0,1000,0,240,4578,2104,0.240000,4.578000,8.766667
mavs,1,638,479,158,5989,3928,0.329854,12.503132,24.860759
mavs,2,367,249,105,3559,2612,0.421687,14.293173,24.876190
mavs,3,177,118,51,2486,1708,0.432203,21.067797,33.490196
Chezebot,0,1000,0,403,5160,3355,0.403000,5.160000,8.325062
Chezebot,1,638,491,202,5890,4684,0.411405,11.995927,23.188119
Chezebot,2,367,240,84,3363,2735,0.350000,14.012500,32.559524
Chezebot,3,177,95,30,1437,697,0.315789,15.126316,23.233333
mavs,0,1000,0,228,4848,2154,0.228000,4.848000,9.447368
mavs,1,684,455,152,7801,5465,0.334066,17.145055,35.953947
mavs,2,416,226,103,3154,1724,0.455752,13.955752,16.737864
mavs,3,292,174,79,4118,2698,0.454023,23.666667,34.151899
Chronokeeper,0,1000,0,423,5960,3370,0.423000,5.960000,7.966903
Chronokeeper,1,684,556,263,5108,3540,0.473022,9.187050,13.460076
Chronokeeper,2,416,307,108,3597,1855,0.351792,11.716612,17.175926
Chronokeeper,3,292,191,40,2381,613,0.209424,12.465969,15.325000
mavs,0,1000,0,217,6954,3663,0.217000,6.954000,16.880184
mavs,1,749,500,136,8388,5676,0.272000,16.776000,41.735294
mavs,2,460,252,97,2885,1679,0.384921,11.448413,17.309278
mavs,3,345,180,79,3375,2370,0.438889,18.750000,30.000000
